Survived,Pclass,Sex,Age,Fare,Embarked,Title,Family_members,1,2,3,female,male,Capt,Col,Countess,Don,Dr,Jonkheer,Lady,Major,Master,Miss,Mlle,Mme,Mr,Mrs,Ms,Rev,Sir,"0    S
dtype: object",C,Q,S
0,2,male,0.5224930887157577,0.0010198385895548365,S,Rev,0.05224930887157577,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,2,male,0.6355868308620256,0.0012405828730082643,S,Rev,0.06355868308620256,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,female,0.2711736617240513,0.000529295737436108,S,Mrs,0.02711736617240513,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,3,male,0.6921337019351596,0.001350955014734978,S,Mr,0.06921337019351595,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.5036441316913798,0.000983047875645932,S,Mr,0.05036441316913798,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.36792055349407915,0.0007181330939054013,S,Mr,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,male,0.6355868308620256,0.0012405828730082643,C,Mr,0.06355868308620256,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,3,female,0.19577783362653933,0.0003821328818004895,Q,Miss,0.019577783362653933,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,3,male,0.37170143252073384,0.0007255128782835994,S,Mr,0.037170143252073386,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.36792055349407915,0.0007181330939054013,S,Mr,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.36792055349407915,0.0007181330939054013,S,Master,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,male,0.5476250314149284,0.0010688928747667093,S,Mr,0.054762503141492835,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,female,0.4973611460165871,0.0009707843043429636,S,Mrs,0.04973611460165871,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,3,male,0.32143754712239253,0.0006274043078598536,S,Mr,0.03214375471223925,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.20834380497612465,0.00040666002440642587,S,Mr,0.020834380497612465,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.007288263382759489,1.4225742711443128e-05,S,Master,0.0007288263382759488,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,3,male,0.10781603417944208,0.00021044288355893452,S,Master,0.010781603417944208,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,female,0.36792055349407915,0.0007181330939054013,S,Mrs,0.036792055349407916,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,3,female,0.5601910027645137,0.0010934200173726458,S,Mrs,0.05601910027645137,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,male,0.36792055349407915,0.0007181330939054013,S,Mr,0.036792055349407916,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.3465694898215632,0.0006764585930717265,S,Mr,0.03465694898215632,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,male,0.7612465443578789,0.0014858542990676285,S,Mr,0.07612465443578789,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.04498617743151546,8.780717052925239e-05,Q,Master,0.004498617743151545,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,3,female,0.007288263382759489,1.4225742711443128e-05,S,Miss,0.0007288263382759488,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,male,0.2586076903744659,0.0005047685948301715,S,Mr,0.02586076903744659,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,male,0.6984166876099522,0.0013632185860379463,C,Mr,0.06984166876099522,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,male,0.22090977632570996,0.00043118716701236225,S,Mr,0.022090977632570997,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.36792055349407915,0.0007181330939054013,S,Master,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,female,0.6230208595124404,0.001216055730402328,C,Miss,0.062302085951244035,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,2,male,0.37170143252073384,0.0007255128782835994,S,Mr,0.037170143252073386,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.4470972606182458,0.0008726757339192179,S,Mr,0.04470972606182458,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,female,0.36792055349407915,0.0007181330939054013,S,Miss,0.036792055349407916,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,male,0.36792055349407915,0.0007181330939054013,C,Mr,0.036792055349407916,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,male,0.10781603417944208,0.00021044288355893452,S,Master,0.010781603417944208,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,2,male,0.007288263382759489,1.4225742711443128e-05,S,Master,0.0007288263382759488,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,3,female,0.04498617743151546,8.780717052925239e-05,S,Miss,0.004498617743151545,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,male,0.36792055349407915,0.0007181330939054013,S,Mr,0.036792055349407916,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,female,0.36792055349407915,0.0007181330939054013,Q,Mrs,0.036792055349407916,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,male,0.5601910027645137,0.0010934200173726458,S,Mr,0.05601910027645137,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.4973611460165871,0.0009707843043429636,Q,Mr,0.04973611460165871,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,3,male,0.4470972606182458,0.0008726757339192179,S,Mr,0.04470972606182458,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,female,0.39683337521990447,0.0007745671634954721,S,Mrs,0.03968333752199045,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,2,male,0.23347574767529528,0.0004557143096182987,S,Mr,0.02334757476752953,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,female,0.23347574767529528,0.0004557143096182987,S,Miss,0.02334757476752953,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,male,0.032420206081930136,6.328002792331598e-05,S,Master,0.0032420206081930137,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,female,0.5476250314149284,0.0010688928747667093,C,Mrs,0.054762503141492835,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1,female,0.7235486303091229,0.001412272871249819,C,Miss,0.07235486303091229,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,3,male,0.36792055349407915,0.0007181330939054013,Q,Mr,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,3,male,0.5224930887157577,0.0010198385895548365,S,Mr,0.05224930887157577,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,female,0.36792055349407915,0.0007181330939054013,Q,Miss,0.036792055349407916,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,2,female,0.2963056044232219,0.0005783500226479809,S,Miss,0.02963056044232219,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,male,0.3465694898215632,0.0006764585930717265,S,Mr,0.03465694898215632,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.36792055349407915,0.0007181330939054013,S,Mr,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.42196531791907516,0.0008236214487073451,S,Mr,0.042196531791907514,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.5664739884393063,0.0011056835886756138,C,Mr,0.05664739884393063,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,3,male,0.22090977632570996,0.00043118716701236225,S,Mr,0.022090977632570997,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,female,0.01985423473234481,3.875288531737955e-05,S,Miss,0.001985423473234481,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,male,0.39683337521990447,0.0007745671634954721,S,Mr,0.03968333752199045,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,male,0.32143754712239253,0.0006274043078598536,C,Mr,0.03214375471223925,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,3,female,0.19577783362653933,0.0003821328818004895,Q,Miss,0.019577783362653933,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,male,0.4973611460165871,0.0009707843043429636,C,Mr,0.04973611460165871,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,male,0.2963056044232219,0.0005783500226479809,S,Mr,0.02963056044232219,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,female,0.43453128926866047,0.0008481485913132815,S,Miss,0.04345312892686605,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,male,0.2711736617240513,0.000529295737436108,S,Mr,0.02711736617240513,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,male,0.37170143252073384,0.0007255128782835994,S,Mr,0.037170143252073386,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.36792055349407915,0.0007181330939054013,Q,Mr,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,female,0.38426740387031916,0.0007500400208895358,C,Miss,0.038426740387031914,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,3,female,0.33400351847197784,0.00065193145046579,S,Miss,0.033400351847197786,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,male,0.5224930887157577,0.0010198385895548365,S,Mr,0.05224930887157577,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,female,0.39683337521990447,0.0007745671634954721,C,Miss,0.03968333752199045,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,2,male,0.37170143252073384,0.0007255128782835994,S,Mr,0.037170143252073386,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,male,0.19577783362653933,0.0003821328818004895,S,Mr,0.019577783362653933,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,male,0.33400351847197784,0.00065193145046579,S,Mr,0.033400351847197786,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.6355868308620256,0.0012405828730082643,S,Mr,0.06355868308620256,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.36792055349407915,0.0007181330939054013,S,Mr,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,male,0.4722292033174164,0.0009217300191310908,S,Mr,0.04722292033174164,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.2711736617240513,0.000529295737436108,S,Mr,0.02711736617240513,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,male,0.23347574767529528,0.0004557143096182987,S,Mr,0.02334757476752953,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.2523247046996733,0.0004925050235272034,S,Mr,0.02523247046996733,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,male,0.22090977632570996,0.00043118716701236225,S,Mr,0.022090977632570997,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,female,0.36792055349407915,0.0007181330939054013,S,Miss,0.036792055349407916,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,female,0.43453128926866047,0.0008481485913132815,S,Mrs,0.04345312892686605,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,3,male,0.35913546117114853,0.000700985735677663,S,Mr,0.03591354611711485,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,male,0.7361146016587082,0.0014368000138557557,S,Mr,0.07361146016587082,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,female,0.05755214878110078,0.00011233431313518881,S,Miss,0.0057552148781100775,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,male,0.2963056044232219,0.0005783500226479809,S,Mr,0.02963056044232219,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,female,0.36792055349407915,0.0007181330939054013,S,Miss,0.036792055349407916,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,male,0.5476250314149284,0.0010688928747667093,S,Mr,0.054762503141492835,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,female,0.09525006282985675,0.00018591574095299808,S,Miss,0.009525006282985676,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,male,0.23347574767529528,0.0004557143096182987,S,Mr,0.02334757476752953,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,male,0.4093993465694898,0.0007990943061014086,S,Mr,0.04093993465694898,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,female,0.36792055349407915,0.0007181330939054013,C,Miss,0.036792055349407916,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,3,female,0.36792055349407915,0.0007181330939054013,Q,Miss,0.036792055349407916,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,2,male,0.35913546117114853,0.000700985735677663,S,Mr,0.03591354611711485,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.2711736617240513,0.000529295737436108,S,Mr,0.02711736617240513,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.37170143252073384,0.0007255128782835994,C,Mr,0.037170143252073386,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,male,0.5476250314149284,0.0010688928747667093,Q,Dr,0.054762503141492835,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,female,0.3088715757728072,0.0006028771652539172,S,Miss,0.03088715757728072,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,female,0.2963056044232219,0.0005783500226479809,S,Mrs,0.02963056044232219,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,1,male,0.4596632319678311,0.0008972028765251543,S,Mr,0.04596632319678311,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,male,0.6732847449107816,0.0013141643008260735,S,Rev,0.06732847449107816,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,3,male,0.36792055349407915,0.0007181330939054013,S,Mr,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,female,0.35913546117114853,0.000700985735677663,S,Mrs,0.03591354611711485,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,male,0.7738125157074642,0.001510381441673565,S,Mr,0.07738125157074642,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.37170143252073384,0.0007255128782835994,S,Mr,0.037170143252073386,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,female,0.5099271173661724,0.0009953114469489,S,Mrs,0.050992711736617236,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,3,female,0.35913546117114853,0.000700985735677663,C,Mrs,0.03591354611711485,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1,female,0.36792055349407915,0.0007181330939054013,C,Mrs,0.036792055349407916,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1,female,0.37170143252073384,0.0007255128782835994,S,Miss,0.037170143252073386,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,female,0.43453128926866047,0.0008481485913132815,C,Miss,0.04345312892686605,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,female,0.6230208595124404,0.001216055730402328,S,Mrs,0.062302085951244035,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,3,male,0.36792055349407915,0.0007181330939054013,Q,Mr,0.036792055349407916,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,3,male,0.032420206081930136,6.328002792331598e-05,S,Master,0.0032420206081930137,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,male,0.648152802211611,0.0012651100156142008,S,Mr,0.06481528022116109,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,male,0.4973611460165871,0.0009707843043429636,S,Mr,0.04973611460165871,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,female,0.36792055349407915,0.0007181330939054013,Q,Miss,0.036792055349407916,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,2,male,0.4470972606182458,0.0008726757339192179,S,Mr,0.04470972606182458,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.19577783362653933,0.0003821328818004895,S,Mr,0.019577783362653933,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,male,0.3088715757728072,0.0006028771652539172,S,Mr,0.03088715757728072,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,female,0.7235486303091229,0.001412272871249819,S,Mrs,0.07235486303091229,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,1,female,0.43453128926866047,0.0008481485913132815,S,Miss,0.04345312892686605,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,male,0.36792055349407915,0.0007181330939054013,S,Mr,0.036792055349407916,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,male,0.3088715757728072,0.0006028771652539172,S,Mr,0.03088715757728072,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,female,0.5099271173661724,0.0009953114469489,S,Mrs,0.050992711736617236,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,male,0.4596632319678311,0.0008972028765251543,C,Mr,0.04596632319678311,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,3,female,0.36792055349407915,0.0007181330939054013,Q,Miss,0.036792055349407916,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,female,0.7863784870570495,0.0015349085842795013,S,Miss,0.07863784870570495,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,female,0.5601910027645137,0.0010934200173726458,S,Miss,0.05601910027645137,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,male,0.36792055349407915,0.0007181330939054013,S,Mr,0.036792055349407916,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.08268409148027142,0.00016138859834706164,Q,Master,0.008268409148027142,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,3,female,0.43453128926866047,0.0008481485913132815,S,Mrs,0.04345312892686605,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,3,male,0.8115104297562201,0.001583962869491374,Q,Mr,0.081151042975622,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,3,male,0.3465694898215632,0.0006764585930717265,S,Mr,0.03465694898215632,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.19577783362653933,0.0003821328818004895,S,Mr,0.019577783362653933,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,male,0.23347574767529528,0.0004557143096182987,S,Mr,0.02334757476752953,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,male,0.36792055349407915,0.0007181330939054013,S,Mr,0.036792055349407916,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.4093993465694898,0.0007990943061014086,C,Mr,0.04093993465694898,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,3,male,0.37170143252073384,0.0007255128782835994,S,Mr,0.037170143252073386,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,male,0.2711736617240513,0.000529295737436108,S,Mr,0.02711736617240513,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,male,0.5224930887157577,0.0010198385895548365,S,Mr,0.05224930887157577,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,female,0.2711736617240513,0.000529295737436108,Q,Miss,0.02711736617240513,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,female,0.32143754712239253,0.0006274043078598536,S,Miss,0.03214375471223925,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,female,0.23347574767529528,0.0004557143096182987,C,Mrs,0.02334757476752953,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,2,male,0.4470972606182458,0.0008726757339192179,C,Mr,0.04470972606182458,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,female,0.2963056044232219,0.0005783500226479809,S,Miss,0.02963056044232219,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,male,0.2963056044232219,0.0005783500226479809,S,Mr,0.02963056044232219,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,male,0.36792055349407915,0.0007181330939054013,C,Mr,0.036792055349407916,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,male,0.2900226187484292,0.0005660864513450125,C,Mr,0.02900226187484292,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,female,0.01985423473234481,3.875288531737955e-05,S,Miss,0.001985423473234481,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,male,0.36792055349407915,0.0007181330939054013,S,Mr,0.036792055349407916,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
